"","Indicator_Id","dataset","iso3","subset","year","group","question","answer","value","Indicator"
"4320","13-CPIA-Total","CPIA","NLS","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.92857142857143,"property rights and rulebased governance-CPIA-Total"
"4321","13-CPIA-Total","CPIA","TLS","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2,"property rights and rulebased governance-CPIA-Total"
"4322","13-CPIA-Total","CPIA","RSN","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.84615384615385,"property rights and rulebased governance-CPIA-Total"
"4323","13-CPIA-Total","CPIA","RSO","All",2013,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.28571428571429,"property rights and rulebased governance-CPIA-Total"
"4324","13-CPIA-Total","CPIA","MRT","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4325","13-CPIA-Total","CPIA","IDA","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.87671232876712,"property rights and rulebased governance-CPIA-Total"
"4326","13-CPIA-Total","CPIA","XKX","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4327","13-CPIA-Total","CPIA","DSS","All",2013,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.75,"property rights and rulebased governance-CPIA-Total"
"4328","13-CPIA-Total","CPIA","IDA","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.87878787878788,"property rights and rulebased governance-CPIA-Total"
"4329","13-CPIA-Total","CPIA","GIN","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4330","13-CPIA-Total","CPIA","SSD","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",1.5,"property rights and rulebased governance-CPIA-Total"
"4331","13-CPIA-Total","CPIA","DXS","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.01315789473684,"property rights and rulebased governance-CPIA-Total"
"4332","13-CPIA-Total","CPIA","VNM","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4333","13-CPIA-Total","CPIA","MWI","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4334","13-CPIA-Total","CPIA","ZMB","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4335","13-CPIA-Total","CPIA","MOZ","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4336","13-CPIA-Total","CPIA","KEN","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4337","13-CPIA-Total","CPIA","RSN","All",2013,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.76923076923077,"property rights and rulebased governance-CPIA-Total"
"4338","13-CPIA-Total","CPIA","DSS","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.76315789473684,"property rights and rulebased governance-CPIA-Total"
"4339","13-CPIA-Total","CPIA","TZA","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4340","13-CPIA-Total","CPIA","YEM","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2,"property rights and rulebased governance-CPIA-Total"
"4341","13-CPIA-Total","CPIA","MDV","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4342","13-CPIA-Total","CPIA","TGO","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4343","13-CPIA-Total","CPIA","RSO","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.25,"property rights and rulebased governance-CPIA-Total"
"4344","13-CPIA-Total","CPIA","GUY","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4345","13-CPIA-Total","CPIA","NXS","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.17307692307692,"property rights and rulebased governance-CPIA-Total"
"4346","13-CPIA-Total","CPIA","NER","All",2008,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4347","13-CPIA-Total","CPIA","DNS","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.04761904761905,"property rights and rulebased governance-CPIA-Total"
"4348","13-CPIA-Total","CPIA","AFG","All",2013,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",1.5,"property rights and rulebased governance-CPIA-Total"
"4349","13-CPIA-Total","CPIA","VUT","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4350","13-CPIA-Total","CPIA","GNB","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2,"property rights and rulebased governance-CPIA-Total"
"4351","13-CPIA-Total","CPIA","NIC","All",2008,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4352","13-CPIA-Total","CPIA","DSF","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.43333333333333,"property rights and rulebased governance-CPIA-Total"
"4353","13-CPIA-Total","CPIA","HTI","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2,"property rights and rulebased governance-CPIA-Total"
"4354","13-CPIA-Total","CPIA","DFS","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4355","13-CPIA-Total","CPIA","ZWE","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2,"property rights and rulebased governance-CPIA-Total"
"4356","13-CPIA-Total","CPIA","NPL","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4357","13-CPIA-Total","CPIA","NRS","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.92105263157895,"property rights and rulebased governance-CPIA-Total"
"4358","13-CPIA-Total","CPIA","DNS","All",2013,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.07142857142857,"property rights and rulebased governance-CPIA-Total"
"4359","13-CPIA-Total","CPIA","NER","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4360","13-CPIA-Total","CPIA","AFG","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",1.5,"property rights and rulebased governance-CPIA-Total"
"4361","13-CPIA-Total","CPIA","MWI","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4362","13-CPIA-Total","CPIA","DXS","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.98484848484848,"property rights and rulebased governance-CPIA-Total"
"4363","13-CPIA-Total","CPIA","TON","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",4,"property rights and rulebased governance-CPIA-Total"
"4364","13-CPIA-Total","CPIA","NIC","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4365","13-CPIA-Total","CPIA","NLS","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4366","13-CPIA-Total","CPIA","DNF","All",2013,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.11627906976744,"property rights and rulebased governance-CPIA-Total"
"4367","13-CPIA-Total","CPIA","NGA","All",2008,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4368","13-CPIA-Total","CPIA","DNF","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.13953488372093,"property rights and rulebased governance-CPIA-Total"
"4369","13-CPIA-Total","CPIA","AGO","All",2013,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2,"property rights and rulebased governance-CPIA-Total"
"4370","13-CPIA-Total","CPIA","MHL","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4371","13-CPIA-Total","CPIA","LAO","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4372","13-CPIA-Total","CPIA","FXS","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.35714285714286,"property rights and rulebased governance-CPIA-Total"
"4373","13-CPIA-Total","CPIA","TON","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4374","13-CPIA-Total","CPIA","HND","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4375","13-CPIA-Total","CPIA","MLI","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4376","13-CPIA-Total","CPIA","DFS","All",2013,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4377","13-CPIA-Total","CPIA","GNB","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2,"property rights and rulebased governance-CPIA-Total"
"4378","13-CPIA-Total","CPIA","TGO","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4379","13-CPIA-Total","CPIA","LSO","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4380","13-CPIA-Total","CPIA","NGA","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4381","13-CPIA-Total","CPIA","BGD","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4382","13-CPIA-Total","CPIA","MDV","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4383","13-CPIA-Total","CPIA","GIN","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4384","13-CPIA-Total","CPIA","NPL","All",2008,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4385","13-CPIA-Total","CPIA","FSM","All",2016,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4386","13-CPIA-Total","CPIA","CPV","All",2015,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",4,"property rights and rulebased governance-CPIA-Total"
"4387","13-CPIA-Total","CPIA","NXS","All",2013,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.11538461538461,"property rights and rulebased governance-CPIA-Total"
"4388","13-CPIA-Total","CPIA","PAK","All",2008,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
"4389","13-CPIA-Total","CPIA","NXS","All",2007,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.15384615384615,"property rights and rulebased governance-CPIA-Total"
"4390","13-CPIA-Total","CPIA","ARM","All",2013,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3.5,"property rights and rulebased governance-CPIA-Total"
"4391","13-CPIA-Total","CPIA","MRT","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",3,"property rights and rulebased governance-CPIA-Total"
"4392","13-CPIA-Total","CPIA","BDI","All",2014,"IQ.CPA.PROP.XQ","CPIA property rights and rulebased governance rating 1low to 6high","Total",2.5,"property rights and rulebased governance-CPIA-Total"
