"","Indicator","Indicator_Id","Indicator_Name","answer","Display_Name","Dataset","Value_Type_Slug","Value_Type_Descriptor","Units","Rank_1","Category_11","Category_12","Category_13","Category_14","Category_15","Rank_2","Category_21","Category_22","Category_23","Category_24","Category_25","Rank_3","Category_31","Category_32","Category_33","Category_34","Indicator.Code","Indicator.ID","overlap","Indicator_Code","Description"
"434","extent of other local authorities autonomy in fiscal matters state in the case of federations regions provinces etc-IPD-a1081","1024-IPD-a1081","A1081","A1081","Extent of other local authorities autonomy in fiscal matters (State in the case of federations, Regions, Provinces, etc)","IPD","A1081","A1081","Index",4.874,"Public Sector Management","Decentralization","Other","Extent of other local authorities autonomy in fiscal matters (State in the case of federations Regions Provinces etc)","",NA,"","","","","",NA,"","","","","IPD325","31075","","",""
"435","extent of other local authorities decisionmaking autonomy state for federations regions provinces etc in the supply of basic services water sanitation education healthcare etc-IPD-a1083","1026-IPD-a1083","A1083","A1083","Extent of other local authorities decisionmaking autonomy (State for federations, Regions, Provinces, etc.) in the supply of basic services (water, sanitation, education, healthcare, etc.)","IPD","A1083","A1083","Index",4.937,"Public Sector Management","Decentralization","Other","Extent of other local authorities decisionmaking autonomy (State for federations Regions Provinces etc.) in the supply of basic services (water sanitation education healthcare etc.)","",NA,"","","","","",NA,"","","","","IPD326","31076","","",""
"436","extent of subcontracting between national firms and foreign firms-IPD-b5022","874-IPD-b5022","B5022","B5022","Extent of subcontracting between national firms and foreign firms","IPD","B5022","B5022","Index",4.053,"Trust","Social cohesion (trust in others)","Other","Extent of subcontracting between national firms and foreign firms","",NA,"","","","","",NA,"","","","","IPD329","31079","","",""
"437","extent of subcontracting between smes and large national firms-IPD-b5021","873-IPD-b5021","B5021","B5021","Extent of subcontracting between SMEs and large national firms","IPD","B5021","B5021","Index",4.024,"Trust","Social cohesion (trust in others)","Other","Extent of subcontracting between SMEs and large national firms","",NA,"","","","","",NA,"","","","","IPD328","31078","","",""
"438","extent of subcontracting between smes-IPD-b5020","872-IPD-b5020","B5020","B5020","Extent of subcontracting between SMEs","IPD","B5020","B5020","Index",4.076,"Trust","Social cohesion (trust in others)","Other","Extent of subcontracting between SMEs","",NA,"","","","","",NA,"","","","","IPD327","31077","","",""
"439","external pressure-IPD-a803","1338-IPD-a803","A803","A803","External pressure","IPD","A803","A803","Index",5.42,"Checks and Balances","Power and influence of important actors","Other","External pressure","",NA,"","","","","",NA,"","","","","IPD330","31081","","",""
"440","external public security-IPD-a201","1184-IPD-a201","A201","A201","External public security","IPD","A201","A201","Index",4.058,"Security","Police and Military","Other","External public security","",NA,"","","","","",NA,"","","","","IPD331","31082","","",""
"441","extrabudgetary funds-IPD-a3001","1041-IPD-a3001","A3001","A3001","Extrabudgetary funds","IPD","A3001","A3001","Index",4.033,"Citizen Engagement","Open Government and Transparency","Other","Extrabudgetary funds","",NA,"","","","","",NA,"","","","","IPD332","31083","","",""
"442","facilitation of access by businesses to the money market-IPD-c4534","810-IPD-c4534","C4534","C4534","Facilitation of access by businesses to the money market","IPD","C4534","C4534","Index",4.939,"Public Sector Management","Financial System","Other","Facilitation of access by businesses to the money market","",NA,"","","","","",NA,"","","","","IPD333","31084","","",""
"443","family shareholders-IPD-b7070","983-IPD-b7070","B7070","B7070","Family shareholders","IPD","B7070","B7070","Index",4.858,"Public Sector Management","Financial System","Other","Family shareholders","",NA,"","","","","",NA,"","","","","IPD334","31085","","",""
"444","financial arrangements encouraging venture capital-IPD-c5010","814-IPD-c5010","C5010","C5010","Financial arrangements encouraging venture capital","IPD","C5010","C5010","Index",4.636,"Public Sector Management","Financial System","Other","Financial arrangements encouraging venture capital","",NA,"","","","","",NA,"","","","","IPD335","31086","","",""
"445","financial markets supervisory authority-IPD-c7031","778-IPD-c7031","C7031","C7031","Financial markets supervisory authority","IPD","C7031","C7031","Index",4.472,"Public Sector Management","Financial System","Other","Financial markets supervisory authority","",NA,"","","","","",NA,"","","","","IPD336","31087","","",""
"446","financial sector competition regulation-IPD-c7010","395-IPD-c7010","c7010","c7010","Financial sector: competition regulation","IPD","C7010","C7010","Index",4.287,"Public Sector Management","Financial System","Other","Financial sector: competition regulation","",NA,"","","","","",NA,"","","","","IPD337","31088","","",""
"447","financial sector competition regulation-IPD-c7010","73-IPD-c7010","C7010","C7010","Financial sector: competition regulation","IPD","C7010","C7010","Index",4.287,"Public Sector Management","Financial System","Other","Financial sector: competition regulation","",NA,"","","","","",NA,"","","","","IPD337","31088","","",""
"448","fiscal autonomy municipal authorities-IPD-a1090","624-IPD-a1090","a1090","a1090","Fiscal autonomy: municipal authorities","IPD","A1090","A1090","Index",4.411,"Public Sector Management","Decentralization","Other","Fiscal autonomy: municipal authorities","",NA,"","","","","",NA,"","","","","IPD338","31089","","",""
"449","fiscal autonomy municipal authorities-IPD-a1090","294-IPD-a1090","A1090","A1090","Fiscal autonomy: municipal authorities","IPD","A1090","A1090","Index",4.411,"Public Sector Management","Decentralization","Other","Fiscal autonomy: municipal authorities","",NA,"","","","","",NA,"","","","","IPD338","31089","","",""
"450","fiscal autonomy other subnational authorities-IPD-a1091","623-IPD-a1091","a1091","a1091","Fiscal autonomy: other subnational authorities","IPD","A1091","A1091","Index",4.02,"Public Sector Management","Decentralization","Other","Fiscal autonomy: other subnational authorities","",NA,"","","","","",NA,"","","","","IPD339","31090","","",""
"451","fiscal autonomy other subnational authorities-IPD-a1091","293-IPD-a1091","A1091","A1091","Fiscal autonomy: other subnational authorities","IPD","A1091","A1091","Index",4.02,"Public Sector Management","Decentralization","Other","Fiscal autonomy: other subnational authorities","",NA,"","","","","",NA,"","","","","IPD339","31090","","",""
"452","foreign  large corporations and banks-IPD-a5002","1240-IPD-a5002","A5002","A5002","Foreign  large corporations and banks","IPD","A5002","A5002","Index",4.336,"Checks and Balances","Power and influence of important actors","Other","Foreign  large corporations and banks","",NA,"","","","","",NA,"","","","","IPD340","31092","","",""
"453","foreign economic stakeholders influence public policies-IPD-a3072","253-IPD-a3072","A3072","A3072","Foreign economic stakeholders influence: public policies","IPD","A3072","A3072","Index",5.053,"Checks and Balances","Power and influence of important actors","Other","Foreign economic stakeholders influence: public policies","",NA,"","","","","",NA,"","","","","IPD341","31093","","",""
"454","foreign economic stakeholders influence public policies-IPD-a3072","582-IPD-a3072","a3072","a3072","Foreign economic stakeholders influence: public policies","IPD","A3072","A3072","Index",5.053,"Checks and Balances","Power and influence of important actors","Other","Foreign economic stakeholders influence: public policies","",NA,"","","","","",NA,"","","","","IPD341","31093","","",""
"455","foreign minorities and minorities of foreign origin-IPD-a5011","1249-IPD-a5011","A5011","A5011","Foreign minorities and minorities of foreign origin","IPD","A5011","A5011","Index",4.265,"Checks and Balances","Power and influence of important actors","Other","Foreign minorities and minorities of foreign origin","",NA,"","","","","",NA,"","","","","IPD342","31094","","",""
"456","form of contracts between private agents-IPD-a602","1303-IPD-a602","A602","A602","Form of contracts between private agents","IPD","A602","A602","Index",4.425,"Private Sector Interface","Property rights and contracts","Other","Form of contracts between private agents","",NA,"","","","","",NA,"","","","","IPD343","31095","","",""
"457","formal and informal networks of influence-IPD-a5016","1254-IPD-a5016","A5016","A5016","Formal and informal networks of influence","IPD","A5016","A5016","Index",5.331,"Checks and Balances","Power and influence of important actors","Other","Formal and informal networks of influence","",NA,"","","","","",NA,"","","","","IPD344","31096","","",""
"458","formal or informal organisations-IPD-a503","1259-IPD-a503","A503","A503","Formal or informal organisations","IPD","A503","A503","Index",5.099,"Checks and Balances","Power and influence of important actors","Other","Formal or informal organisations","",NA,"","","","","",NA,"","","","","IPD345","31097","","",""
"459","free movement of persons information etc-IPD-a800","1329-IPD-a800","A800","A800","Free movement of persons, information, etc","IPD","A800","A800","Index",4.021,"Citizen Engagement","Civil Rights","Other","Free movement of persons information etc","",NA,"","","","","",NA,"","","","","IPD346","31098","","",""
"460","freedom and legality of elections-IPD-a1000","649-IPD-a1000","a1000","a1000","Freedom and legality of elections","IPD","A1000","A1000","Index",4.228,"Political Accountability","Elections","Other","Freedom and legality of elections","",NA,"","","","","",NA,"","","","","IPD347","31099","","",""
"461","freedom and legality of elections-IPD-a1000","319-IPD-a1000","A1000","A1000","Freedom and legality of elections","IPD","A1000","A1000","Index",4.228,"Political Accountability","Elections","Other","Freedom and legality of elections","",NA,"","","","","",NA,"","","","","IPD347","31099","","",""
"462","freedom for trade unions to operate in firms-IPD-d1003","52-IPD-d1003","D1003","D1003","Freedom for trade unions to operate in firms","IPD","D1003","D1003","Index",4.236,"Fairness and equity","Social protection and labor","Other","Freedom for trade unions to operate in firms","",NA,"","","","","",NA,"","","","","IPD348","31100","","",""
"463","freedom for trade unions to operate in firms-IPD-d1003","374-IPD-d1003","d1003","d1003","Freedom for trade unions to operate in firms","IPD","D1003","D1003","Index",4.236,"Fairness and equity","Social protection and labor","Other","Freedom for trade unions to operate in firms","",NA,"","","","","",NA,"","","","","IPD348","31100","","",""
