"","Indicator","dataset","iso3","subset","year","group","question","answer","value","Indicator_Id"
"732","senate bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",52.94,"163-IPU-Percentage.of.women"
"733","senate bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",15.38,"163-IPU-Percentage.of.women"
"734","senate bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",30.88,"163-IPU-Percentage.of.women"
"735","senate bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",35.31,"163-IPU-Percentage.of.women"
"736","senate bicameral-IPU-Percentage.of.women","IPU","USA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",29.03,"163-IPU-Percentage.of.women"
"737","senate bicameral-IPU-Percentage.of.women","IPU","CXR","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",19.72,"163-IPU-Percentage.of.women"
"738","senate bicameral-IPU-Percentage.of.women","IPU","POL","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",14,"163-IPU-Percentage.of.women"
"739","senate bicameral-IPU-Percentage.of.women","IPU","PAK","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",15.38,"163-IPU-Percentage.of.women"
"740","senate bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",43.75,"163-IPU-Percentage.of.women"
"741","senate bicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",27.27,"163-IPU-Percentage.of.women"
"742","senate bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",23.81,"163-IPU-Percentage.of.women"
"743","senate bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",15.38,"163-IPU-Percentage.of.women"
"744","senate bicameral-IPU-Percentage.of.women","IPU","FRA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",29.31,"163-IPU-Percentage.of.women"
"745","senate bicameral-IPU-Percentage.of.women","IPU","UZB","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",17,"163-IPU-Percentage.of.women"
"746","senate bicameral-IPU-Percentage.of.women","IPU","NGA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",6.48,"163-IPU-Percentage.of.women"
"747","senate bicameral-IPU-Percentage.of.women","IPU","CXR","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",12.12,"163-IPU-Percentage.of.women"
"748","senate bicameral-IPU-Percentage.of.women","IPU","CZE","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",4.63,"163-IPU-Percentage.of.women"
"749","senate bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",23.81,"163-IPU-Percentage.of.women"
"750","senate bicameral-IPU-Percentage.of.women","IPU","USA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",22,"163-IPU-Percentage.of.women"
"751","senate bicameral-IPU-Percentage.of.women","IPU","LBN","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",25,"163-IPU-Percentage.of.women"
"752","senate bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",30,"163-IPU-Percentage.of.women"
"753","senate bicameral-IPU-Percentage.of.women","IPU","CXR","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",30.39,"163-IPU-Percentage.of.women"
"754","senate bicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",36.72,"163-IPU-Percentage.of.women"
"755","senate bicameral-IPU-Percentage.of.women","IPU","DOM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",9.38,"163-IPU-Percentage.of.women"
"756","senate bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",10.64,"163-IPU-Percentage.of.women"
"757","senate bicameral-IPU-Percentage.of.women","IPU","BWA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",0,"163-IPU-Percentage.of.women"
"758","senate bicameral-IPU-Percentage.of.women","IPU","PAN","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",20,"163-IPU-Percentage.of.women"
"759","senate bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",50,"163-IPU-Percentage.of.women"
"760","senate bicameral-IPU-Percentage.of.women","IPU","CAN","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",45.74,"163-IPU-Percentage.of.women"
"761","senate bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",3.57,"163-IPU-Percentage.of.women"
"762","senate bicameral-IPU-Percentage.of.women","IPU","ZMB","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",48.1,"163-IPU-Percentage.of.women"
"763","senate bicameral-IPU-Percentage.of.women","IPU","CZE","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",18.75,"163-IPU-Percentage.of.women"
"764","senate bicameral-IPU-Percentage.of.women","IPU","SOM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",37.97,"163-IPU-Percentage.of.women"
"765","senate bicameral-IPU-Percentage.of.women","IPU","CAN","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",23.26,"163-IPU-Percentage.of.women"
"766","senate bicameral-IPU-Percentage.of.women","IPU","BWA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",16.67,"163-IPU-Percentage.of.women"
"767","senate bicameral-IPU-Percentage.of.women","IPU","PAK","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",19.23,"163-IPU-Percentage.of.women"
"768","senate bicameral-IPU-Percentage.of.women","IPU","NAM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",34.67,"163-IPU-Percentage.of.women"
"769","senate bicameral-IPU-Percentage.of.women","IPU","FSM","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",17.65,"163-IPU-Percentage.of.women"
"770","senate bicameral-IPU-Percentage.of.women","IPU","ROU","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",13.97,"163-IPU-Percentage.of.women"
"771","senate bicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",20.63,"163-IPU-Percentage.of.women"
"772","senate bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",15.38,"163-IPU-Percentage.of.women"
"773","senate bicameral-IPU-Percentage.of.women","IPU","RWA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",38.46,"163-IPU-Percentage.of.women"
"774","senate bicameral-IPU-Percentage.of.women","IPU","PNG","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",25,"163-IPU-Percentage.of.women"
"775","senate bicameral-IPU-Percentage.of.women","IPU","BWA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",41.86,"163-IPU-Percentage.of.women"
"776","senate bicameral-IPU-Percentage.of.women","IPU","EGY","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",15.28,"163-IPU-Percentage.of.women"
"777","senate bicameral-IPU-Percentage.of.women","IPU","SYR","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",29.03,"163-IPU-Percentage.of.women"
"778","senate bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",41.67,"163-IPU-Percentage.of.women"
"779","senate bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",40.79,"163-IPU-Percentage.of.women"
"780","senate bicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"Senate Bicameral","Senate Bicameral","Percentage.of.women",22.06,"163-IPU-Percentage.of.women"
"781","shura council bicameral-IPU-Number.of.seats","IPU","ATA","All",2018,"Shura Council Bicameral","Shura Council Bicameral","Number.of.seats",40,"15-IPU-Number.of.seats"
"782","shura council bicameral-IPU-Number.of.women.parliamentarians","IPU","ATA","All",2018,"Shura Council Bicameral","Shura Council Bicameral","Number.of.women.parliamentarians",9,"92-IPU-Number.of.women.parliamentarians"
"783","shura council bicameral-IPU-Percentage.of.women","IPU","ATA","All",2018,"Shura Council Bicameral","Shura Council Bicameral","Percentage.of.women",22.5,"169-IPU-Percentage.of.women"
"784","shura council unicameral-IPU-Number.of.seats","IPU","SDN","All",2018,"Shura Council Unicameral","Shura Council Unicameral","Number.of.seats",151,"64-IPU-Number.of.seats"
"785","shura council unicameral-IPU-Number.of.women.parliamentarians","IPU","SDN","All",2018,"Shura Council Unicameral","Shura Council Unicameral","Number.of.women.parliamentarians",30,"141-IPU-Number.of.women.parliamentarians"
"786","shura council unicameral-IPU-Percentage.of.women","IPU","SDN","All",2018,"Shura Council Unicameral","Shura Council Unicameral","Percentage.of.women",19.87,"218-IPU-Percentage.of.women"
"787","state council bicameral-IPU-Number.of.seats","IPU","OMN","All",2018,"State Council Bicameral","State Council Bicameral","Number.of.seats",85,"56-IPU-Number.of.seats"
"788","state council bicameral-IPU-Number.of.women.parliamentarians","IPU","OMN","All",2018,"State Council Bicameral","State Council Bicameral","Number.of.women.parliamentarians",14,"133-IPU-Number.of.women.parliamentarians"
"789","state council bicameral-IPU-Percentage.of.women","IPU","OMN","All",2018,"State Council Bicameral","State Council Bicameral","Percentage.of.women",16.47,"210-IPU-Percentage.of.women"
"790","state duma bicameral-IPU-Number.of.seats","IPU","RUS","All",2018,"State Duma Bicameral","State Duma Bicameral","Number.of.seats",450,"61-IPU-Number.of.seats"
"791","state duma bicameral-IPU-Number.of.women.parliamentarians","IPU","RUS","All",2018,"State Duma Bicameral","State Duma Bicameral","Number.of.women.parliamentarians",71,"138-IPU-Number.of.women.parliamentarians"
"792","state duma bicameral-IPU-Percentage.of.women","IPU","RUS","All",2018,"State Duma Bicameral","State Duma Bicameral","Percentage.of.women",15.78,"215-IPU-Percentage.of.women"
"793","state great hural unicameral-IPU-Number.of.seats","IPU","MAC","All",2018,"State Great Hural Unicameral","State Great Hural Unicameral","Number.of.seats",76,"52-IPU-Number.of.seats"
"794","state great hural unicameral-IPU-Number.of.women.parliamentarians","IPU","MAC","All",2018,"State Great Hural Unicameral","State Great Hural Unicameral","Number.of.women.parliamentarians",13,"129-IPU-Number.of.women.parliamentarians"
"795","state great hural unicameral-IPU-Percentage.of.women","IPU","MAC","All",2018,"State Great Hural Unicameral","State Great Hural Unicameral","Percentage.of.women",17.11,"206-IPU-Percentage.of.women"
"796","supreme council unicameral-IPU-Number.of.seats","IPU","KOR","All",2018,"Supreme Council Unicameral","Supreme Council Unicameral","Number.of.seats",120,"45-IPU-Number.of.seats"
"797","supreme council unicameral-IPU-Number.of.women.parliamentarians","IPU","KOR","All",2018,"Supreme Council Unicameral","Supreme Council Unicameral","Number.of.women.parliamentarians",23,"122-IPU-Number.of.women.parliamentarians"
"798","supreme council unicameral-IPU-Percentage.of.women","IPU","KOR","All",2018,"Supreme Council Unicameral","Supreme Council Unicameral","Percentage.of.women",19.17,"199-IPU-Percentage.of.women"
"799","supreme peoples assembly unicameral-IPU-Number.of.seats","IPU","CZE","All",2018,"Supreme People's Assembly Unicameral","Supreme People's Assembly Unicameral","Number.of.seats",687,"29-IPU-Number.of.seats"
"800","supreme peoples assembly unicameral-IPU-Number.of.women.parliamentarians","IPU","CZE","All",2018,"Supreme People's Assembly Unicameral","Supreme People's Assembly Unicameral","Number.of.women.parliamentarians",112,"106-IPU-Number.of.women.parliamentarians"
"801","supreme peoples assembly unicameral-IPU-Percentage.of.women","IPU","CZE","All",2018,"Supreme People's Assembly Unicameral","Supreme People's Assembly Unicameral","Percentage.of.women",16.3,"183-IPU-Percentage.of.women"
"802","the danish parliament unicameral-IPU-Number.of.seats","IPU","CZE","All",2018,"The Danish Parliament Unicameral","The Danish Parliament Unicameral","Number.of.seats",179,"30-IPU-Number.of.seats"
"803","the danish parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","CZE","All",2018,"The Danish Parliament Unicameral","The Danish Parliament Unicameral","Number.of.women.parliamentarians",67,"107-IPU-Number.of.women.parliamentarians"
"804","the danish parliament unicameral-IPU-Percentage.of.women","IPU","CZE","All",2018,"The Danish Parliament Unicameral","The Danish Parliament Unicameral","Percentage.of.women",37.43,"184-IPU-Percentage.of.women"
"805","the estonian parliament unicameral-IPU-Number.of.seats","IPU","ERI","All",2018,"The Estonian Parliament Unicameral","The Estonian Parliament Unicameral","Number.of.seats",101,"32-IPU-Number.of.seats"
"806","the estonian parliament unicameral-IPU-Number.of.women.parliamentarians","IPU","ERI","All",2018,"The Estonian Parliament Unicameral","The Estonian Parliament Unicameral","Number.of.women.parliamentarians",27,"109-IPU-Number.of.women.parliamentarians"
"807","the estonian parliament unicameral-IPU-Percentage.of.women","IPU","ERI","All",2018,"The Estonian Parliament Unicameral","The Estonian Parliament Unicameral","Percentage.of.women",26.73,"186-IPU-Percentage.of.women"
"808","the liberian senate bicameral-IPU-Number.of.seats","IPU","LBR","All",2018,"The Liberian Senate Bicameral","The Liberian Senate Bicameral","Number.of.seats",30,"46-IPU-Number.of.seats"
"809","the liberian senate bicameral-IPU-Number.of.women.parliamentarians","IPU","LBR","All",2018,"The Liberian Senate Bicameral","The Liberian Senate Bicameral","Number.of.women.parliamentarians",3,"123-IPU-Number.of.women.parliamentarians"
"810","the liberian senate bicameral-IPU-Percentage.of.women","IPU","LBR","All",2018,"The Liberian Senate Bicameral","The Liberian Senate Bicameral","Percentage.of.women",10,"200-IPU-Percentage.of.women"
"811","transitional national legislative assembly bicameral-IPU-Number.of.seats","IPU","SOM","All",2018,"Transitional National Legislative Assembly Bicameral","Transitional National Legislative Assembly Bicameral","Number.of.seats",383,"67-IPU-Number.of.seats"
"812","transitional national legislative assembly bicameral-IPU-Number.of.women.parliamentarians","IPU","SOM","All",2018,"Transitional National Legislative Assembly Bicameral","Transitional National Legislative Assembly Bicameral","Number.of.women.parliamentarians",109,"144-IPU-Number.of.women.parliamentarians"
"813","transitional national legislative assembly bicameral-IPU-Percentage.of.women","IPU","SOM","All",2018,"Transitional National Legislative Assembly Bicameral","Transitional National Legislative Assembly Bicameral","Percentage.of.women",28.46,"221-IPU-Percentage.of.women"
"814","upper house bicameral-IPU-Number.of.seats","IPU","SOM","All",2018,"Upper House Bicameral","Upper House Bicameral","Number.of.seats",54,"65-IPU-Number.of.seats"
"815","upper house bicameral-IPU-Number.of.women.parliamentarians","IPU","SOM","All",2018,"Upper House Bicameral","Upper House Bicameral","Number.of.women.parliamentarians",13,"142-IPU-Number.of.women.parliamentarians"
"816","upper house bicameral-IPU-Percentage.of.women","IPU","SOM","All",2018,"Upper House Bicameral","Upper House Bicameral","Percentage.of.women",24.07,"219-IPU-Percentage.of.women"
