Indicator ID,Indicator Code,Indicator Name,Display Name,Dataset,Value Type Slug,Value Type Descriptor,Units,Rank 1,Category 1 - slug,Category 1.1,Category 1.2,Category 1.3,Category 1.4,Category 1.5,Rank 2,Category 2 - slug,Category 2.1,Category 2.2,Category 2.3,Category 2.4,Category 2.5,Rank 3,Category 3 - slug,Category 3.1,Category 3.2,Category 3.3,Category 3.4,Category 3.5,Rank 4,Category 4 - slug,Category 4.1,Category 4.2,Category 4.3,Category 4.4,Category 4.5,Rank 5,Category 5 - slug,Category 5.1,Category 5.2,Category 5.3,Category 5.4,Category 5.5,Rank 6,Category 6 - slug,Category 6.1,Category 6.2,Category 6.3,Category 6.4,Category 6.5,Hidden
28583,,MPRT-SHR-TTL-PRDCT,Share in Total Products ,World Integrated Trade Solution,value,value,%,5.072,trade.tar,Trade,Trade Barriers,Trade Tariffs,Share in Total Products ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,WRLD-GRWTH,World Growth ,World Integrated Trade Solution,value,value,% growth rate,5.077,trade.tar,Trade,Trade Barriers,Trade Tariffs,World Growth ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
28158,,Global Gender Gap Economic Participation and Opportunity Subindex,Global Gender Gap Economic Participation and Opportunity Subindex,World Economic Forum Global Gender Gap Report,Rank,Rank,Rank,5.048,gender.economic,Economy,Gender,Economic Participation,Global Gender Gap Economic Participation and Opportunity Subindex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,AHS-AVE-TRFF-LN-SHR,AHS AVE Tariff Lines Share ,World Integrated Trade Solution,value,value,t%,5.053,trade.tar,Trade,Trade Barriers,Trade Tariffs,AHS AVE Tariff Lines Share ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
28159,,Global Gender Gap Economic Participation and Opportunity Subindex,Global Gender Gap Economic Participation and Opportunity Subindex,World Economic Forum Global Gender Gap Report,Index,Index,Index,5.048,gender.economic,Economy,Gender,Economic Participation,Global Gender Gap Economic Participation and Opportunity Subindex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,AHS-DTBL-MPRT,AHS Dutiable Imports,World Integrated Trade Solution,value,value,US$ thousands,5.054,trade.tar,Trade,Trade Barriers,Trade Tariffs,AHS Dutiable Imports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
28160,,Global Gender Gap Educational Attainment Subindex,Global Gender Gap Educational Attainment Subindex,World Economic Forum Global Gender Gap Report,Rank,Rank,Rank,5.049,gender.sociopolitical,Economy,Gender,Social and political norms,Global Gender Gap Educational Attainment Subindex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28161,,Global Gender Gap Educational Attainment Subindex,Global Gender Gap Educational Attainment Subindex,World Economic Forum Global Gender Gap Report,Index,Index,Index,5.049,gender.sociopolitical,Economy,Gender,Social and political norms,Global Gender Gap Educational Attainment Subindex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,AHS-DTBL-TRFF-LNS-SHR,AHS Dutiable Tariff Lines Share ,World Integrated Trade Solution,value,value,%,5.055,trade.tar,Trade,Trade Barriers,Trade Tariffs,AHS Dutiable Tariff Lines Share ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
28162,,Global Gender Gap Health and Survival Subindex,Global Gender Gap Health and Survival Subindex,World Economic Forum Global Gender Gap Report,Rank,Rank,Rank,5.05,gender.sociopolitical,Economy,Gender,Social and political norms,Global Gender Gap Health and Survival Subindex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,AHS-SPCFC-TRFF-LNS-SHR,AHS Specific Tariff Lines Share ,World Integrated Trade Solution,value,value,%,5.056,trade.tar,Trade,Trade Barriers,Trade Tariffs,AHS Specific Tariff Lines Share ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
new,,AHS-SPCFC-DTY-MPRT,AHS SpecificDuty Imports,World Integrated Trade Solution,value,value,US$ thousands,5.057,trade.tar,Trade,Trade Barriers,Trade Tariffs,AHS SpecificDuty Imports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
28163,,Global Gender Gap Health and Survival Subindex,Global Gender Gap Health and Survival Subindex,World Economic Forum Global Gender Gap Report,Index,Index,Index,5.05,gender.sociopolitical,Economy,Gender,Social and political norms,Global Gender Gap Health and Survival Subindex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new,,MFN-AVE-TRFF-LNS-SHR,MFN AVE Tariff Lines Share ,World Integrated Trade Solution,value,value,%,5.059,trade.tar,Trade,Trade Barriers,Trade Tariffs,MFN AVE Tariff Lines Share ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
new,,MFN-DTBL-MPRT,MFN Dutiable Imports,World Integrated Trade Solution,value,value,US$ thousands,5.06,trade.tar,Trade,Trade Barriers,Trade Tariffs,MFN Dutiable Imports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
new,,MFN-DTBL-TRFF-LNS-SHR,MFN Dutiable Tariff Lines Share ,World Integrated Trade Solution,value,value,%,5.061,trade.tar,Trade,Trade Barriers,Trade Tariffs,MFN Dutiable Tariff Lines Share ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
new,,MFN-DTY-FR-TRFF-LNS-SHR,MFN Duty Free Tariff Lines Share ,World Integrated Trade Solution,value,value,%,5.063,trade.tar,Trade,Trade Barriers,Trade Tariffs,MFN Duty Free Tariff Lines Share ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
new,,MFN-DTY-FR-MPRTs,MFN Duty Free Imports,World Integrated Trade Solution,value,value,US$ thousands,5.062,trade.tar,Trade,Trade Barriers,Trade Tariffs,MFN Duty Free Imports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
new,,MFN-SPCFC-TRFF-LNS-SHR,MFN Specific Tariff Lines Share ,World Integrated Trade Solution,value,value,%,5.064,trade.tar,Trade,Trade Barriers,Trade Tariffs,MFN Specific Tariff Lines Share ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
new,,MFN-SPCFC-DTY-MPRT,MFN SpecificDuty Imports,World Integrated Trade Solution,value,value,US$ thousands,5.065,trade.tar,Trade,Trade Barriers,Trade Tariffs,MFN SpecificDuty Imports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE
24721,,Country rank and value in the WEF Networked Readiness Index,Country rank and value in the WEF Networked Readiness Index,World Economic Forum ,value,Value,Index (0-100),4.037,etrade.ecomm.ready,Trade,E-trade,E-Commerce Readiness Assessment and Strategy Formulation,Country rank and value in the WEF Networked Readiness Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24722,,Country rank and value in the WEF Networked Readiness Index,Country rank and value in the WEF Networked Readiness Index,World Economic Forum ,rank,Rank,Rank,4.037,etrade.ecomm.ready,Trade,E-trade,E-Commerce Readiness Assessment and Strategy Formulation,Country rank and value in the WEF Networked Readiness Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24705,,Debit card used in the past year (% age 15+) [w2],Debit card used in the past year (% age 15+) [w2],"Global Findex 2014, World Bank",value,Value,% age 15+,4.008,etrade.pay,Trade,E-trade,Payment Solutions,Debit card used in the past year (% age 15+) [w2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24706,,Credit card used in the past year (% age 15+) [w2],Credit card used in the past year (% age 15+) [w2],"Global Findex 2014, World Bank",value,Value,% age 15+,4.01,etrade.pay,Trade,E-trade,Payment Solutions,Credit card used in the past year (% age 15+) [w2],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28706,BEEPS122,c13,In reference to that application for a water connection approximately how many days did it take to obtain it from the day of the application to the day the service was received? (average),BEEPS,Mean,Mean,Value,4.706,ha173bdb3,Public Sector Management,Service Delivery,Other,In reference to that application for a water connection approximately how many days did it take to obtain it from the day of the application to the day the service was received? (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28707,BEEPS132,c9a,% Loss as percent of total annual sales due to power outages (average),BEEPS,Mean,Mean,%,4.053,ha173bdb3,Public Sector Management,Service Delivery,Other,% Loss as percent of total annual sales due to power outages (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28708,BEEPS133,i4a,Losses as percent of total annual sales (average),BEEPS,Mean,Mean,%,4.084,h6a94e87c,Security,Crime,Other,Losses as percent of total annual sales (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28709,BEEPS140,i2a,Percent of total annual sales for security (average),BEEPS,Mean,Mean,%,4.066,h6a94e87c,Security,Crime,Other,Percent of total annual sales for security (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28710,BEEPS144,j2,Senior managements time spent on dealing with regulations (average),BEEPS,%,%,Value,4.216,regulation,Private Sector Interface,Regulation of entry and exit,Other,Senior managements time spent on dealing with regulations (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28711,BEEPS147,j4,Times inspected or met with tax officials (average),BEEPS,Count,Count,Value,4.682,tax.customs,Public Sector Management,Tax and Customs,Other,Times inspected or met with tax officials (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28712,BEEPS149,g3,Wait for a constructionrelated permit (average),BEEPS,Mean,Mean,Days,4.005,hc26c13ea,Private Sector Interface,Permits and Licenses,Other,Wait for a constructionrelated permit (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28713,BEEPS150,c4,Wait for electrical connection (average),BEEPS,Mean,Mean,Days,4.689,ha173bdb3,Public Sector Management,Service Delivery,Other,Wait for electrical connection (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28714,BEEPS151,j11,Wait for import license (average),BEEPS,Mean,Mean,Days,4.076,hc26c13ea,Private Sector Interface,Permits and Licenses,Other,Wait for import license (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28715,BEEPS152,j14,Wait for operating license (average),BEEPS,Mean,Mean,Days,4.237,hc26c13ea,Private Sector Interface,Permits and Licenses,Other,Wait for operating license (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28716,BEEPS153,c20,Wait for telephone connection (average),BEEPS,Mean,Mean,Days,4.94,ha173bdb3,Public Sector Management,Service Delivery,Other,Wait for telephone connection (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28717,BEEPS168,j6,What percent of the contract value would be typically paid in informal payments or gifts to secure the contract? (average),BEEPS,%,%,%,4.136,h28322766,Absence of Corruption,Incidence,Other,What percent of the contract value would be typically paid in informal payments or gifts to secure the contract? (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28718,BEEPS17,c8,Average duration of power outages (average),BEEPS,Mean,Mean,Hours,4.798,ha173bdb3,Public Sector Management,Service Delivery,Other,Average duration of power outages (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28719,BEEPS18,d4,Average number of days to clear customs (average),BEEPS,Mean,Mean,Value,4.603,tax.customs,Public Sector Management,Tax and Customs,Other,Average number of days to clear customs (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28720,BEEPS19,c7,Average number of power outages per month (average),BEEPS,Count,Count,Times,4.873,ha173bdb3,Public Sector Management,Service Delivery,Other,Average number of power outages per month (average),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28721,BEEPS222,c13,In reference to that application for a water connection approximately how many days did it take to obtain it from the day of the application to the day the service was received? (median),BEEPS,Median,Median,Value,4.143,ha173bdb3,Public Sector Management,Service Delivery,Other,In reference to that application for a water connection approximately how many days did it take to obtain it from the day of the application to the day the service was received? (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28722,BEEPS232,c9a,% Loss as percent of total annual sales due to power outages (median),BEEPS,Median,Median,%,4.628,ha173bdb3,Public Sector Management,Service Delivery,Other,% Loss as percent of total annual sales due to power outages (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28723,BEEPS233,i4a,Losses as percent of total annual sales (median),BEEPS,Median,Median,%,4.072,h6a94e87c,Security,Crime,Other,Losses as percent of total annual sales (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28724,BEEPS240,i2a,Percent of total annual sales for security (median),BEEPS,Median,Median,%,4.081,h6a94e87c,Security,Crime,Other,Percent of total annual sales for security (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28725,BEEPS244,j2,Senior managements time spent on dealing with regulations (median),BEEPS,%,%,Value,4.334,regulation,Private Sector Interface,Regulation of entry and exit,Other,Senior managements time spent on dealing with regulations (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28726,BEEPS247,j4,Times inspected or met with tax officials (median),BEEPS,Count,Count,Value,4.683,tax.customs,Public Sector Management,Tax and Customs,Other,Times inspected or met with tax officials (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28727,BEEPS249,g3,Wait for a constructionrelated permit (median),BEEPS,Median,Median,Days,4.457,hc26c13ea,Private Sector Interface,Permits and Licenses,Other,Wait for a constructionrelated permit (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28728,BEEPS250,c4,Wait for electrical connection (median),BEEPS,Median,Median,Days,4.534,ha173bdb3,Public Sector Management,Service Delivery,Other,Wait for electrical connection (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28729,BEEPS251,j11,Wait for import license (median),BEEPS,Median,Median,Days,4.121,hc26c13ea,Private Sector Interface,Permits and Licenses,Other,Wait for import license (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28730,BEEPS252,j14,Wait for operating license (median),BEEPS,Median,Median,Days,4.501,hc26c13ea,Private Sector Interface,Permits and Licenses,Other,Wait for operating license (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28731,BEEPS253,c20,Wait for telephone connection (median),BEEPS,Median,Median,Days,5.032,ha173bdb3,Public Sector Management,Service Delivery,Other,Wait for telephone connection (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28732,BEEPS268,j6,What percent of the contract value would be typically paid in informal payments or gifts to secure the contract? (median),BEEPS,%,%,%,4.111,h28322766,Absence of Corruption,Incidence,Other,What percent of the contract value would be typically paid in informal payments or gifts to secure the contract? (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28733,BEEPS27,c8,Average duration of power outages (median),BEEPS,Median,Median,Hours,5.029,ha173bdb3,Public Sector Management,Service Delivery,Other,Average duration of power outages (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28734,BEEPS28,d4,Average number of days to clear customs (median),BEEPS,Median,Median,Value,4.39,tax.customs,Public Sector Management,Tax and Customs,Other,Average number of days to clear customs (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28735,BEEPS29,c7,Average number of power outages per month (median),BEEPS,Count,Count,Times,4.111,ha173bdb3,Public Sector Management,Service Delivery,Other,Average number of power outages per month (median),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,,"Agricultural trade index(0-9)",Agricultural trade index,Enabling the Business of Agriculture,value,Index (0-9),Index (0-9),5.036,ag.mkt,Investment,Cost of Operations,Agribusiness,Markets,Agricultural trade index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,,"Branchless Banking - Agent banking index(0-5)",Branchless Banking - Agent banking index,Enabling the Business of Agriculture,value,Index (0-5),Index (0-5),5.026,ag.fin,Investment,Cost of Operations,Agribusiness,Finance,Branchless Banking - Agent banking index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28785,CDG15,Government R&D,Government R&D,CDG,Score,Score,Value,5.133,h6bec344f,Public Sector Management,Innovation,Other,Government R&D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3942,,"Branchless Banking - E-money index(0-4)",Branchless Banking - E-money index,Enabling the Business of Agriculture,value,Index (0-4),Index (0-4),5.027,ag.fin,Investment,Cost of Operations,Agribusiness,Finance,Branchless Banking - E-money index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28786,CDG18,Military spending (% of GDP) / Peacekeeping & humanitarian interventions,Military spending (% of GDP) / Peacekeeping & humanitarian interventions,CDG,Score,Score,%,4.06,h6186649c,Security,Police and Military,Other,Military spending (% of GDP) / Peacekeeping & humanitarian interventions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28787,CDG19,Military spending (% of GDP) / Score,Military spending (% of GDP) / Score,CDG,Score,Score,%,4.005,h6186649c,Security,Police and Military,Other,Military spending (% of GDP) / Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3954,,"Cost to export agricultural goods(% income per capita)",Cost to export agricultural goods,Enabling the Business of Agriculture,% income per capita,% income per capita,% income per capita,5.039,ag.mkt,Investment,Cost of Operations,Agribusiness,Markets,Cost to export agricultural goods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,,"Cost to obtain cross-border licenses(% income per capita)",Cost to obtain cross-border licenses,Enabling the Business of Agriculture,% income per capita,% income per capita,% income per capita,5.047,ag.trans,Investment,Cost of Operations,Agribusiness,Transport,Cost to obtain cross-border licenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28788,CDG2,Arms exports / Score,Arms exports / Score,CDG,Score,Score,Value,4.038,h6186649c,Security,Police and Military,Other,Arms exports / Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28789,CDG20,Military spending (% of GDP) / Sea lanes protection,Military spending (% of GDP) / Sea lanes protection,CDG,Score,Score,%,4.063,h6186649c,Security,Police and Military,Other,Military spending (% of GDP) / Sea lanes protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3959,,"Cost to obtain trucking licenses(% income per capita)",Cost to obtain trucking licenses,Enabling the Business of Agriculture,% income per capita,% income per capita,% of income per cpaita,5.044,ag.trans,Investment,Cost of Operations,Agribusiness,Transport,Cost to obtain trucking licenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28790,CDG21,Military spending (% of GDP) / Total,Military spending (% of GDP) / Total,CDG,Score,Score,%,4.034,h6186649c,Security,Police and Military,Other,Military spending (% of GDP) / Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936,,"Cost to obtain type approval(% income per capita)",Cost to obtain type approval,Enabling the Business of Agriculture,% income per capita,% income per capita,% income per capita,5.021,mchry,Investment,Cost of Operations,Agribusiness,Machinery,Cost to obtain type approval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
