overlap;Indicator_Id;Indicator_Code;Indicator_Name;Display_Name;Dataset;Value_Type_Slug;Value_Type_Descriptor;Units;Description;Rank_1;Category_11;Category_12;Category_13;Category_14;Category_15;Rank_2;Category_21;Category_22;Category_23;Category_24;Category_25;Rank_3;Category_31;Category_32;Category_33;Category_34;answer
GOV;Global_Integrity1163;Global_Integrity1163;73c;In law offering a bribe ie active corruption is illegal (73c);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.793;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1164;Global_Integrity1164;73c;In practice the head of the agency is protected from removal without relevant justification (73c);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.167;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1165;Global_Integrity1165;73c;In practice the state provides legal counsel for defendants in criminal cases who cannot afford it (73c);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.356;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1166;Global_Integrity1166;73d;In law receiving a bribe ie passive corruption is illegal (73d);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.389;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1167;Global_Integrity1167;73d;In practice appointments to the agency are based on professional criteria (73d);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.876;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1168;Global_Integrity1168;73d;In practice citizens earning the median yearly income can afford to bring a legal suit (73d);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.054;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1169;Global_Integrity1169;73e;In law bribing a foreign official is illegal (73e);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.136;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity117;Global_Integrity117;15b;In practice ballots are secret or equivalently protected (15b);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.026;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1170;Global_Integrity1170;73e;In practice a typical small retail business can afford to bring a legal suit (73e);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.457;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1171;Global_Integrity1171;73e;In practice the agency has a professional fulltime staff (73e);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.117;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1172;Global_Integrity1172;73f;In law using public resources for private gain is illegal (73f);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.727;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1173;Global_Integrity1173;73f;In practice all citizens have access to a court of law regardless of geographic location (73f);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.678;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1174;Global_Integrity1174;73f;In practice the agency receives regular funding (73f);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.490;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1175;Global_Integrity1175;73g;In law using confidential state information for private gain is illegal (73g);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.928;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1176;Global_Integrity1176;73g;In practice the agency makes regular reports to the legislature (73g);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.303;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1177;Global_Integrity1177;73h;In law money laundering is illegal (73h);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.137;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1178;Global_Integrity1178;73h;In practice the agency has sufficient powers to carry out its mandate (73h);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.230;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1179;Global_Integrity1179;73i;In law conspiracy to commit a crime ie organized crime is illegal (73i);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.697;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity118;Global_Integrity118;15c;In practice at least 30 percent of national legislators are women (15c);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.708;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1180;Global_Integrity1180;73i;In practice when necessary the agency independently initiates investigations (73i);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.018;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1181;Global_Integrity1181;74;Can citizens access the main anticorruption agency? (74);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.500;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1182;Global_Integrity1182;74;In law is there an agency or group of agencies with a legal mandate to address corruption? (74);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.854;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1183;Global_Integrity1183;74;Is the law enforcement agency ie the police effective? (74);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.032;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1184;Global_Integrity1184;74a;In law is there an agency or group of agencies with a legal mandate to address corruption? (74a);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.586;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1185;Global_Integrity1185;74a;In law there is a general right of appeal (74a);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.825;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1186;Global_Integrity1186;74a;In practice appointments to the law enforcement agency or agencies are made according to professional criteria (74a);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.837;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1187;Global_Integrity1187;74a;In practice the main anticorruption agency acts on complaints within a reasonable time period (74a);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.269;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1188;Global_Integrity1188;74b;In practice appeals are resolved within a reasonable time period (74b);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.277;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1189;Global_Integrity1189;74b;In practice citizens complain to the agency without fear of recrimination (74b);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.421;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity119;Global_Integrity119;15c;In practice elections are held according to a regular schedule (15c);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.413;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1190;Global_Integrity1190;74b;In practice the agency or agencies has a budget sufficient to carry out its mandate (74b);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.548;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1191;Global_Integrity1191;74c;In practice citizens can use the appeals mechanism at a reasonable cost (74c);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.987;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1192;Global_Integrity1192;74c;In practice the agency is protected from political interference (74c);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.321;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1193;Global_Integrity1193;75;Can law enforcement officials be held accountable for their actions? (75);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.421;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1194;Global_Integrity1194;75;In practice do judgments in the criminal system follow written law? (75);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.149;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1195;Global_Integrity1195;75;In practice does the criminal justice process function according to the rule of law? (75);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.216;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1196;Global_Integrity1196;75;Is the anticorruption agency effective? (75);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.893;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1197;Global_Integrity1197;75a;In law the anticorruption agency or agencies is protected from political interference (75a);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.272;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
GOV;Global_Integrity1198;Global_Integrity1198;75a;In law there is an independent mechanism for citizens to complain about police action (75a);Global_Integrity;Question source's code in parenthesis;Question source's code in parenthesis;Index;;5.479;Checks and Balances;Oversight institutions;;;;.;;;;;;.;;;;;Total
